Username,Rating,Review Text,casefolding,normalisasi,tokenize,stopword,stemming
Ubaidillah Idris,3,kenapa skrg sumber dana pembayaran dari Kredivo sdh ga bisa,kenapa skrg sumber dana pembayaran dari kredivo sdh ga bisa,kenapa sekarang sumber dana pembayaran dari kredivo sudah tidak bisa,"['kenapa', 'sekarang', 'sumber', 'dana', 'pembayaran', 'dari', 'kredivo', 'sudah', 'tidak', 'bisa']","['sumber', 'dana', 'pembayaran', 'kredivo']","sumber, dana, bayar, kredivo"
zaenal Tuloli,5,Ok,ok,ok,['ok'],['ok'],ok
Jelita Widya,1,Mending mikirmikir lagi kalau mau pakai aplikasi ini Saya bayar lewat linkaja saldo terpotong tapi pembayaran gagal Komplain cuma diarahkan ke livechat yg jawab bot nggak ada email atau nomor telepon yang bisa dihubungi Aplikasi nipu ini mana nominal uangnya nggak sedikit jadi dobel saya bayar Moga nggak berkah deh linkaja nggak ikhlas saya,mending mikirmikir lagi kalau mau pakai aplikasi ini saya bayar lewat linkaja saldo terpotong tapi pembayaran gagal komplain cuma diarahkan ke livechat yg jawab bot nggak ada email atau nomor telepon yang bisa dihubungi aplikasi nipu ini mana nominal uangnya nggak sedikit jadi dobel saya bayar moga nggak berkah deh linkaja nggak ikhlas saya,mending mikirmikir lagi kalau mau pakai aplikasi ini saya bayar lewat linkaja saldo terpotong tapi pembayaran gagal komplain cuma diarahkan ke livechat yang jawab bot tidak ada email atau nomor telepon yang bisa dihubungi aplikasi nipu ini mana nominal uangnya tidak sedikit jadi dobel saya bayar moga tidak berkah deh linkaja tidak ikhlas saya,"['mending', 'mikirmikir', 'lagi', 'kalau', 'mau', 'pakai', 'aplikasi', 'ini', 'saya', 'bayar', 'lewat', 'linkaja', 'saldo', 'terpotong', 'tapi', 'pembayaran', 'gagal', 'komplain', 'cuma', 'diarahkan', 'ke', 'livechat', 'yang', 'jawab', 'bot', 'tidak', 'ada', 'email', 'atau', 'nomor', 'telepon', 'yang', 'bisa', 'dihubungi', 'aplikasi', 'nipu', 'ini', 'mana', 'nominal', 'uangnya', 'tidak', 'sedikit', 'jadi', 'dobel', 'saya', 'bayar', 'moga', 'tidak', 'berkah', 'deh', 'linkaja', 'tidak', 'ikhlas', 'saya']","['mending', 'mikirmikir', 'pakai', 'aplikasi', 'bayar', 'linkaja', 'saldo', 'terpotong', 'pembayaran', 'gagal', 'komplain', 'diarahkan', 'livechat', 'bot', 'email', 'nomor', 'telepon', 'dihubungi', 'aplikasi', 'nipu', 'nominal', 'uangnya', 'dobel', 'bayar', 'moga', 'berkah', 'deh', 'linkaja', 'ikhlas']","mending, mikirmikir, pakai, aplikasi, bayar, linkaja, saldo, potong, bayar, gagal, komplain, arah, livechat, bot, email, nomor, telepon, hubung, aplikasi, nipu, nominal, uang, dobel, bayar, moga, berkah, deh, linkaja, ikhlas"
taufik hidayat,1,Aplikasi cacat suruh nunggu x jam masih aja pending pengiriman ke bank lain,aplikasi cacat suruh nunggu x jam masih aja pending pengiriman ke bank lain,aplikasi cacat suruh menunggu kali jam masih saja pending pengiriman ke bank lain,"['aplikasi', 'cacat', 'suruh', 'menunggu', 'kali', 'jam', 'masih', 'saja', 'pending', 'pengiriman', 'ke', 'bank', 'lain']","['aplikasi', 'cacat', 'suruh', 'menunggu', 'kali', 'jam', 'pending', 'pengiriman', 'bank']","aplikasi, cacat, suruh, tunggu, kali, jam, pending, kirim, bank"
Kristian Si4h44n,4,Kenapa Kita Tidak bisa TfKeteranga traksaksi Gagal,kenapa kita tidak bisa tfketeranga traksaksi gagal,kenapa kita tidak bisa tfketeranga traksaksi gagal,"['kenapa', 'kita', 'tidak', 'bisa', 'tfketeranga', 'traksaksi', 'gagal']","['tfketeranga', 'traksaksi', 'gagal']","tfketeranga, traksaksi, gagal"
Isman Ramadhan,1,LOGIN SAJA RIBET APALAGI YANG LAINYA,login saja ribet apalagi yang lainya,login saja ribet apalagi yang lainya,"['login', 'saja', 'ribet', 'apalagi', 'yang', 'lainya']","['login', 'ribet', 'lainya']","login, ribet, lai"
Dian Pradita,1,Sudah x jam transaksi qris pending saldo gak segera balik Di live chat robot Csr nya dimana ya,sudah x jam transaksi qris pending saldo gak segera balik di live chat robot csr nya dimana ya,sudah kali jam transaksi qris pending saldo tidak segera balik di live chat robot csr yang dimana yang,"['sudah', 'kali', 'jam', 'transaksi', 'qris', 'pending', 'saldo', 'tidak', 'segera', 'balik', 'di', 'live', 'chat', 'robot', 'csr', 'yang', 'dimana', 'yang']","['kali', 'jam', 'transaksi', 'qris', 'pending', 'saldo', 'live', 'chat', 'robot', 'csr', 'dimana']","kali, jam, transaksi, qris, pending, saldo, live, chat, robot, csr, mana"
Andimas Saputra,1,Aplikasi rusaksering gangguan,aplikasi rusaksering gangguan,aplikasi rusaksering gangguan,"['aplikasi', 'rusaksering', 'gangguan']","['aplikasi', 'rusaksering', 'gangguan']","aplikasi, rusaksering, ganggu"
Yudhi Saputra,1,x transaksi pendingberakhir menghilang tanpa jejak lapor ke chat melawan BOT yg ga jelas arahnyaaplikasinya ga bisa fast respon kaya sebelahcek aja history transaksi pending saya ada berapa dan tiba tiba hilangaplikasi wajib di banned ini rampok rampok,x transaksi pendingberakhir menghilang tanpa jejak lapor ke chat melawan bot yg ga jelas arahnyaaplikasinya ga bisa fast respon kaya sebelahcek aja history transaksi pending saya ada berapa dan tiba tiba hilangaplikasi wajib di banned ini rampok rampok,kali transaksi pendingberakhir menghilang tanpa jejak lapor ke chat melawan bot yang tidak jelas arahnyaaplikasinya tidak bisa fast respon kayak sebelahcek saja history transaksi pending saya ada berapa dan tiba tiba hilantidakplikasi wajib di banned ini rampok rampok,"['kali', 'transaksi', 'pendingberakhir', 'menghilang', 'tanpa', 'jejak', 'lapor', 'ke', 'chat', 'melawan', 'bot', 'yang', 'tidak', 'jelas', 'arahnyaaplikasinya', 'tidak', 'bisa', 'fast', 'respon', 'kayak', 'sebelahcek', 'saja', 'history', 'transaksi', 'pending', 'saya', 'ada', 'berapa', 'dan', 'tiba', 'tiba', 'hilantidakplikasi', 'wajib', 'di', 'banned', 'ini', 'rampok', 'rampok']","['kali', 'transaksi', 'pendingberakhir', 'menghilang', 'jejak', 'lapor', 'chat', 'melawan', 'bot', 'arahnyaaplikasinya', 'fast', 'respon', 'kayak', 'sebelahcek', 'history', 'transaksi', 'pending', 'hilantidakplikasi', 'wajib', 'banned', 'rampok', 'rampok']","kali, transaksi, pendingberakhir, hilang, jejak, lapor, chat, lawan, bot, arahnyaaplikasinya, fast, respon, kayak, sebelahcek, history, transaksi, pending, hilantidakplikasi, wajib, banned, rampok, rampok"
Ericson Mengga,1,Sudah beberapa kali upgrade tapi tidak berhasil padahal semua data yang dipake itu asli Di aplikasi lain bisa kenapa disini gak yah Aplikasi taikk,sudah beberapa kali upgrade tapi tidak berhasil padahal semua data yang dipake itu asli di aplikasi lain bisa kenapa disini gak yah aplikasi taikk,sudah beberapa kali upgrade tapi tidak berhasil padahal semua data yang dipakai itu asli di aplikasi lain bisa kenapa disini tidak ya aplikasi taikk,"['sudah', 'beberapa', 'kali', 'upgrade', 'tapi', 'tidak', 'berhasil', 'padahal', 'semua', 'data', 'yang', 'dipakai', 'itu', 'asli', 'di', 'aplikasi', 'lain', 'bisa', 'kenapa', 'disini', 'tidak', 'ya', 'aplikasi', 'taikk']","['kali', 'upgrade', 'berhasil', 'data', 'dipakai', 'asli', 'aplikasi', 'aplikasi', 'taikk']","kali, upgrade, hasil, data, pakai, asli, aplikasi, aplikasi, taikk"
Gavin Reva,1,Apk pencuri di riwayat status masih pending aja sudah bln lebih Dan lebih parahnya saldo terpotong blm kembali,apk pencuri di riwayat status masih pending aja sudah bln lebih dan lebih parahnya saldo terpotong blm kembali,apk pencuri di riwayat status masih pending saja sudah bulan lebih dan lebih parahnya saldo terpotong belum kembali,"['apk', 'pencuri', 'di', 'riwayat', 'status', 'masih', 'pending', 'saja', 'sudah', 'bulan', 'lebih', 'dan', 'lebih', 'parahnya', 'saldo', 'terpotong', 'belum', 'kembali']","['apk', 'pencuri', 'riwayat', 'status', 'pending', 'parahnya', 'saldo', 'terpotong']","apk, curi, riwayat, status, pending, parah, saldo, potong"
Luki Dika arista,5,Puas,puas,puas,['puas'],['puas'],puas
Raysha Azzahra,1,Aplikasinya jelek banget selalu bermasalah dalam pembayaran saldo didalam gabisa dipakai smpai skarang,aplikasinya jelek banget selalu bermasalah dalam pembayaran saldo didalam gabisa dipakai smpai skarang,aplikasinya jelek banget selalu bermasalah dalam pembayaran saldo didalam tidak bisa dipakai sampai sekarang,"['aplikasinya', 'jelek', 'banget', 'selalu', 'bermasalah', 'dalam', 'pembayaran', 'saldo', 'didalam', 'tidak', 'bisa', 'dipakai', 'sampai', 'sekarang']","['aplikasinya', 'jelek', 'banget', 'bermasalah', 'pembayaran', 'saldo', 'didalam', 'dipakai']","aplikasi, jelek, banget, masalah, bayar, saldo, dalam, pakai"
Bot Nuub,1,ini link aja uang sudah kepotong tapi transakdi masih pending gimana sidari sini saya kapok pake linkaja binta ku kasih apk ini,ini link aja uang sudah kepotong tapi transakdi masih pending gimana sidari sini saya kapok pake linkaja binta ku kasih apk ini,ini link saja uang sudah kepotong tapi transakdi masih pending bagaimana sidari sini saya kapok pakai linksaja binta ku kasih apk ini,"['ini', 'link', 'saja', 'uang', 'sudah', 'kepotong', 'tapi', 'transakdi', 'masih', 'pending', 'bagaimana', 'sidari', 'sini', 'saya', 'kapok', 'pakai', 'linksaja', 'binta', 'ku', 'kasih', 'apk', 'ini']","['link', 'uang', 'kepotong', 'transakdi', 'pending', 'sidari', 'kapok', 'pakai', 'linksaja', 'binta', 'ku', 'kasih', 'apk']","link, uang, potong, transakdi, pending, sidari, kapok, pakai, linksaja, binta, ku, kasih, apk"
Floresita Kartini,5,sangat membantu untuk transaksi keuangan,sangat membantu untuk transaksi keuangan,sangat membantu untuk transaksi keuangan,"['sangat', 'membantu', 'untuk', 'transaksi', 'keuangan']","['membantu', 'transaksi', 'keuangan']","bantu, transaksi, uang"
Muhammad Zacky,1,Sering gangguan cok tolol,sering gangguan cok tolol,sering gangguan cok tolol,"['sering', 'gangguan', 'cok', 'tolol']","['gangguan', 'cok', 'tolol']","ganggu, cok, tolol"
Hilman Hudaya,3,Baru pertama kali saya kirim saldo ke bank lain ko aplikasinya kurang informatif ya jd bingung pas mau transfer tidak ada keterangan nama pemilik rekening tujuan jd saya ragu bener nga ya rekeningnya dan begitu jg bukti tranfernya tidak ada keterangan nama pemilik rekeningan tujuan dan asal rekening transfer yg tertera hanya no rekening tujuan status trf jmlh trf biaya dan note keterangan trf saja Mudahan bisa diperbaiki agar bisa lbh informatif,baru pertama kali saya kirim saldo ke bank lain ko aplikasinya kurang informatif ya jd bingung pas mau transfer tidak ada keterangan nama pemilik rekening tujuan jd saya ragu bener nga ya rekeningnya dan begitu jg bukti tranfernya tidak ada keterangan nama pemilik rekeningan tujuan dan asal rekening transfer yg tertera hanya no rekening tujuan status trf jmlh trf biaya dan note keterangan trf saja mudahan bisa diperbaiki agar bisa lbh informatif,baru pertama kali sayangng kirim saldo ke bank lain kok aplikasinyangng kurang informatif yangng jadi bingung pas mau transfer tidak ada keteratidakn nama pemilik rekening tujuan jadi sayangng ragu benar tidak yangng rekeningnyangng dan begitu juga bukti tranfernyangng tidak ada keteratidakn nama pemilik rekenitidakn tujuan dan asal rekening transfer yang tertera hanyangng no rekening tujuan status trf jmlh trf biayangng dan note keteratidakn trf saja mudahan bisa diperbaiki agar bisa lebih informatif,"['baru', 'pertama', 'kali', 'sayangng', 'kirim', 'saldo', 'ke', 'bank', 'lain', 'kok', 'aplikasinyangng', 'kurang', 'informatif', 'yangng', 'jadi', 'bingung', 'pas', 'mau', 'transfer', 'tidak', 'ada', 'keteratidakn', 'nama', 'pemilik', 'rekening', 'tujuan', 'jadi', 'sayangng', 'ragu', 'benar', 'tidak', 'yangng', 'rekeningnyangng', 'dan', 'begitu', 'juga', 'bukti', 'tranfernyangng', 'tidak', 'ada', 'keteratidakn', 'nama', 'pemilik', 'rekenitidakn', 'tujuan', 'dan', 'asal', 'rekening', 'transfer', 'yang', 'tertera', 'hanyangng', 'no', 'rekening', 'tujuan', 'status', 'trf', 'jmlh', 'trf', 'biayangng', 'dan', 'note', 'keteratidakn', 'trf', 'saja', 'mudahan', 'bisa', 'diperbaiki', 'agar', 'bisa', 'lebih', 'informatif']","['kali', 'sayangng', 'kirim', 'saldo', 'bank', 'aplikasinyangng', 'informatif', 'yangng', 'bingung', 'pas', 'transfer', 'keteratidakn', 'nama', 'pemilik', 'rekening', 'tujuan', 'sayangng', 'ragu', 'yangng', 'rekeningnyangng', 'bukti', 'tranfernyangng', 'keteratidakn', 'nama', 'pemilik', 'rekenitidakn', 'tujuan', 'rekening', 'transfer', 'tertera', 'hanyangng', 'no', 'rekening', 'tujuan', 'status', 'trf', 'jmlh', 'trf', 'biayangng', 'note', 'keteratidakn', 'trf', 'mudahan', 'diperbaiki', 'informatif']","kali, sayangng, kirim, saldo, bank, aplikasinyangng, informatif, yangng, bingung, pas, transfer, keteratidakn, nama, milik, rekening, tuju, sayangng, ragu, yangng, rekeningnyangng, bukti, tranfernyangng, keteratidakn, nama, milik, rekenitidakn, tuju, rekening, transfer, tera, hanyangng, no, rekening, tuju, status, trf, jmlh, trf, biayangng, note, keteratidakn, trf, mudah, baik, informatif"
juned juned,1,Ga jelas aplikasi ny,ga jelas aplikasi ny,tidak jelas aplikasi nya,"['tidak', 'jelas', 'aplikasi', 'nya']","['aplikasi', 'nya']","aplikasi, nya"
pintar berbakat,1,Aplikasi gak bisa di back Baru log in langsung mungcul barkode di suruh tap bayar di parkir atau tap naik krl di back back gak bisa kurang bagus,aplikasi gak bisa di back baru log in langsung mungcul barkode di suruh tap bayar di parkir atau tap naik krl di back back gak bisa kurang bagus,aplikasi tidak bisa di back baru log ini langsung mungcul barkode di suruh tap bayar di parkir atau tap naik krl di back back tidak bisa kurang bagus,"['aplikasi', 'tidak', 'bisa', 'di', 'back', 'baru', 'log', 'ini', 'langsung', 'mungcul', 'barkode', 'di', 'suruh', 'tap', 'bayar', 'di', 'parkir', 'atau', 'tap', 'naik', 'krl', 'di', 'back', 'back', 'tidak', 'bisa', 'kurang', 'bagus']","['aplikasi', 'back', 'log', 'langsung', 'mungcul', 'barkode', 'suruh', 'tap', 'bayar', 'parkir', 'tap', 'krl', 'back', 'back', 'bagus']","aplikasi, back, log, langsung, mungcul, barkode, suruh, tap, bayar, parkir, tap, krl, back, back, bagus"
Hiu Hiu,1,Apk ga jelas sudah bulan saldo sya ga baliksya melakukan transaksi k tapi pending sudah bulan wkwk apk ga guna,apk ga jelas sudah bulan saldo sya ga baliksya melakukan transaksi k tapi pending sudah bulan wkwk apk ga guna,apke tidake jelas sudah bulan saldo saya tidake balikesaya melakeukean transakesi ke tapi pending sudah bulan wkewke apke tidake guna,"['apke', 'tidake', 'jelas', 'sudah', 'bulan', 'saldo', 'saya', 'tidake', 'balikesaya', 'melakeukean', 'transakesi', 'ke', 'tapi', 'pending', 'sudah', 'bulan', 'wkewke', 'apke', 'tidake', 'guna']","['apke', 'tidake', 'saldo', 'tidake', 'balikesaya', 'melakeukean', 'transakesi', 'pending', 'wkewke', 'apke', 'tidake']","apke, tidake, saldo, tidake, balikesaya, melakeukean, transakesi, pending, wkewke, apke, tidake"
eko hunter,1,maafsaya juga rubah rating saya karnaapk ini udah gak berguna tidak bertanggung jawabtidak ada respon atau kebijakan atas apk inisebaiknya kalian jangan gunakan lagi apk inibeda kayak apk DANAwalau pendingdia otomatis mengembalikan saldo konsumen yg pending atau bermasalahapk ini disuruh nungguin X jamtapi gak ada perbaikannyalive chat ya gak berguna komputer yg mengendalikannyaadminnya sampahhh,maafsaya juga rubah rating saya karnaapk ini udah gak berguna tidak bertanggung jawabtidak ada respon atau kebijakan atas apk inisebaiknya kalian jangan gunakan lagi apk inibeda kayak apk danawalau pendingdia otomatis mengembalikan saldo konsumen yg pending atau bermasalahapk ini disuruh nungguin x jamtapi gak ada perbaikannyalive chat ya gak berguna komputer yg mengendalikannyaadminnya sampahhh,maafsayang juga rubah rating sayang karnaapk ini sudah tidak berguna tidak bertanggung jawabtidak ada respon atau kebijakan atas apk inisebaiknyang kalian jangan gunakan lagi apk inibeda kayangk apk danawalau pendingdia otomatis mengembalikan saldo konsumen yangng pending atau bermasalahapk ini disuruh menunggu kali jamtapi tidak ada perbaikannyanglive chat yang tidak berguna komputer yangng mengendalikannyangadminnyang sampah,"['maafsayang', 'juga', 'rubah', 'rating', 'sayang', 'karnaapk', 'ini', 'sudah', 'tidak', 'berguna', 'tidak', 'bertanggung', 'jawabtidak', 'ada', 'respon', 'atau', 'kebijakan', 'atas', 'apk', 'inisebaiknyang', 'kalian', 'jangan', 'gunakan', 'lagi', 'apk', 'inibeda', 'kayangk', 'apk', 'danawalau', 'pendingdia', 'otomatis', 'mengembalikan', 'saldo', 'konsumen', 'yangng', 'pending', 'atau', 'bermasalahapk', 'ini', 'disuruh', 'menunggu', 'kali', 'jamtapi', 'tidak', 'ada', 'perbaikannyanglive', 'chat', 'yang', 'tidak', 'berguna', 'komputer', 'yangng', 'mengendalikannyangadminnyang', 'sampah']","['maafsayang', 'rubah', 'rating', 'sayang', 'karnaapk', 'berguna', 'bertanggung', 'jawabtidak', 'respon', 'kebijakan', 'apk', 'inisebaiknyang', 'apk', 'inibeda', 'kayangk', 'apk', 'danawalau', 'pendingdia', 'otomatis', 'mengembalikan', 'saldo', 'konsumen', 'yangng', 'pending', 'bermasalahapk', 'disuruh', 'menunggu', 'kali', 'jamtapi', 'perbaikannyanglive', 'chat', 'berguna', 'komputer', 'yangng', 'mengendalikannyangadminnyang', 'sampah']","maafsayang, rubah, rating, sayang, karnaapk, guna, tanggung, jawabtidak, respon, bijak, apk, inisebaiknyang, apk, inibeda, kayangk, apk, danawalau, pendingdia, otomatis, kembali, saldo, konsumen, yangng, pending, bermasalahapk, suruh, tunggu, kali, jamtapi, perbaikannyanglive, chat, guna, komputer, yangng, mengendalikannyangadminnyang, sampah"
Dedi Supriyanto,1,Sdah minggu gk bisa transaksi padahal saldo linkajah ribu,sdah minggu gk bisa transaksi padahal saldo linkajah ribu,sudah minggu tidak bisa transaksi padahal saldo linkajah ribu,"['sudah', 'minggu', 'tidak', 'bisa', 'transaksi', 'padahal', 'saldo', 'linkajah', 'ribu']","['minggu', 'transaksi', 'saldo', 'linkajah', 'ribu']","minggu, transaksi, saldo, linkajah, ribu"
Kuntul Botak,1,Transaksi pending ada saldo Ribu transaksi pending cuma yang kemanain,transaksi pending ada saldo ribu transaksi pending cuma yang kemanain,transaksi pending ada saldo ribu transaksi pending cuma yang kemanain,"['transaksi', 'pending', 'ada', 'saldo', 'ribu', 'transaksi', 'pending', 'cuma', 'yang', 'kemanain']","['transaksi', 'pending', 'saldo', 'ribu', 'transaksi', 'pending', 'kemanain']","transaksi, pending, saldo, ribu, transaksi, pending, kemanain"
Septian Ardiansah,1,Ribet Uang saya tidak bisa kembali Gantung sudah hari ga ada respon Anjinggh,ribet uang saya tidak bisa kembali gantung sudah hari ga ada respon anjinggh,ribet uang saya tidak bisa kembali tidakntung sudah hari tidak ada respon anjinggh,"['ribet', 'uang', 'saya', 'tidak', 'bisa', 'kembali', 'tidakntung', 'sudah', 'hari', 'tidak', 'ada', 'respon', 'anjinggh']","['ribet', 'uang', 'tidakntung', 'respon', 'anjinggh']","ribet, uang, tidakntung, respon, anjinggh"
F. LAOLY,5,Mantap,mantap,mantap,['mantap'],['mantap'],mantap
Naufal Riski,1,Aplikasi tolol banget cs gada responsif sama sekali udah nunggu menit buat masuk ke cs pas udah masuk malah tu cs ngeakhirin sendiri system meninggalkan percakapan Apaapaan ini Ngadu ke Instagram malah katanya ga melayani keluhan pelanggan TERUS W NGELUH KEMANA,aplikasi tolol banget cs gada responsif sama sekali udah nunggu menit buat masuk ke cs pas udah masuk malah tu cs ngeakhirin sendiri system meninggalkan percakapan apaapaan ini ngadu ke instagram malah katanya ga melayani keluhan pelanggan terus w ngeluh kemana,aplikasi tolol banget customer service tidak ada responsif sama sekali ssudah menunggu menit buat masuk ke customer service pas ssudah masuk malah itu customer service ngeakhirin sendiri system meningtidaklkan percakapan apaapaan ini mentidakdu ke instagram malah katanya tidak melayani keluhan pelangtidakn terus gue ngeluh kemana,"['aplikasi', 'tolol', 'banget', 'customer', 'service', 'tidak', 'ada', 'responsif', 'sama', 'sekali', 'ssudah', 'menunggu', 'menit', 'buat', 'masuk', 'ke', 'customer', 'service', 'pas', 'ssudah', 'masuk', 'malah', 'itu', 'customer', 'service', 'ngeakhirin', 'sendiri', 'system', 'meningtidaklkan', 'percakapan', 'apaapaan', 'ini', 'mentidakdu', 'ke', 'instagram', 'malah', 'katanya', 'tidak', 'melayani', 'keluhan', 'pelangtidakn', 'terus', 'gue', 'ngeluh', 'kemana']","['aplikasi', 'tolol', 'banget', 'customer', 'service', 'responsif', 'ssudah', 'menunggu', 'menit', 'masuk', 'customer', 'service', 'pas', 'ssudah', 'masuk', 'customer', 'service', 'ngeakhirin', 'system', 'meningtidaklkan', 'percakapan', 'apaapaan', 'mentidakdu', 'instagram', 'melayani', 'keluhan', 'pelangtidakn', 'gue', 'ngeluh', 'kemana']","aplikasi, tolol, banget, customer, service, responsif, ssudah, tunggu, menit, masuk, customer, service, pas, ssudah, masuk, customer, service, ngeakhirin, system, meningtidaklkan, cakap, apaapaan, mentidakdu, instagram, layan, keluh, pelangtidakn, gue, ngeluh, mana"
Harun Arrasyif,1,Acc dong upgrade nya uang aku gak bisa dicairin,acc dong upgrade nya uang aku gak bisa dicairin,acc dong upgrade ya uang aku tidak bisa dicairin,"['acc', 'dong', 'upgrade', 'ya', 'uang', 'aku', 'tidak', 'bisa', 'dicairin']","['acc', 'upgrade', 'uang', 'dicairin']","acc, upgrade, uang, dicairin"
Ando Jr038,5,Termantap,termantap,termantap,['termantap'],['termantap'],mantap
Sudirman Chaniago,5,,,,[],[],
Andini Trans,5,Alhamdulillah sangat membantu,alhamdulillah sangat membantu,alhamdulillah sangat membantu,"['alhamdulillah', 'sangat', 'membantu']","['alhamdulillah', 'membantu']","alhamdulillah, bantu"
Edy Chandra,3,Cukup membantu,cukup membantu,cukup membantu,"['cukup', 'membantu']",['membantu'],bantu
Fajrun 17,2,Susah mau masuk lagi ke linkaja karna lupa imail nomor karna hape nya hilang bagai mna ini,susah mau masuk lagi ke linkaja karna lupa imail nomor karna hape nya hilang bagai mna ini,susah mau masuk lagi ke linkaja karena lupa imail nomor karena hape ya hilang bagai mana ini,"['susah', 'mau', 'masuk', 'lagi', 'ke', 'linkaja', 'karena', 'lupa', 'imail', 'nomor', 'karena', 'hape', 'ya', 'hilang', 'bagai', 'mana', 'ini']","['susah', 'masuk', 'linkaja', 'lupa', 'imail', 'nomor', 'hape', 'hilang']","susah, masuk, linkaja, lupa, imail, nomor, hape, hilang"
sur yadi,1,Serba susah ribet lagi,serba susah ribet lagi,serba susah ribet lagi,"['serba', 'susah', 'ribet', 'lagi']","['serba', 'susah', 'ribet']","serba, susah, ribet"
Decky Riyanda,5,Oke semoga layanan nya selalu ditingkatkan,oke semoga layanan nya selalu ditingkatkan,oke semoga layanan ya selalu ditingkatkan,"['oke', 'semoga', 'layanan', 'ya', 'selalu', 'ditingkatkan']","['oke', 'semoga', 'layanan', 'ditingkatkan']","oke, moga, layan, tingkat"
Albirru Putra wijaya,5,Kode verifikasi ke nomor handphone saja,kode verifikasi ke nomor handphone saja,kode verifikasi ke nomor handphone saja,"['kode', 'verifikasi', 'ke', 'nomor', 'handphone', 'saja']","['kode', 'verifikasi', 'nomor', 'handphone']","kode, verifikasi, nomor, handphone"
soeharto harto,1,tidak ada menu untuk hapus akun,tidak ada menu untuk hapus akun,tidak ada menu untuk hapus akun,"['tidak', 'ada', 'menu', 'untuk', 'hapus', 'akun']","['menu', 'hapus', 'akun']","menu, hapus, akun"
Kenz Xz,1,Pembayaran sukses tapi saldo blom masuk DEV NYA MAU KORUPSI JANGAN DI INSTALL,pembayaran sukses tapi saldo blom masuk dev nya mau korupsi jangan di install,pembayaran sukses tapi saldo belum masuk dev ya mau korupsi jangan di install,"['pembayaran', 'sukses', 'tapi', 'saldo', 'belum', 'masuk', 'dev', 'ya', 'mau', 'korupsi', 'jangan', 'di', 'install']","['pembayaran', 'sukses', 'saldo', 'masuk', 'dev', 'korupsi', 'install']","bayar, sukses, saldo, masuk, dev, korupsi, install"
Rosidah ida,5,Ok,ok,ok,['ok'],['ok'],ok
Haji Al Mahdi,5,Bantu login,bantu login,bantu login,"['bantu', 'login']","['bantu', 'login']","bantu, login"
Yono Yono,5,Bagus,bagus,bagus,['bagus'],['bagus'],bagus
Takbir,1,Mohon sekali dengan abmin link saya mau mengubah data diri saya dari aplikasi ini tapi tidak bisa terus padahal saya udh chat service nya tapi selalu bilang mohon di tunggu sudah saya tunggu tapi tidak berubah ubah data diri saya,mohon sekali dengan abmin link saya mau mengubah data diri saya dari aplikasi ini tapi tidak bisa terus padahal saya udh chat service nya tapi selalu bilang mohon di tunggu sudah saya tunggu tapi tidak berubah ubah data diri saya,mohon sekali dengan abmin link saya mau mengubah data diri saya dari aplikasi ini tapi tidak bisa terus padahal saya sudah chat service ya tapi selalu bilang mohon di tunggu sudah saya tunggu tapi tidak berubah ubah data diri saya,"['mohon', 'sekali', 'dengan', 'abmin', 'link', 'saya', 'mau', 'mengubah', 'data', 'diri', 'saya', 'dari', 'aplikasi', 'ini', 'tapi', 'tidak', 'bisa', 'terus', 'padahal', 'saya', 'sudah', 'chat', 'service', 'ya', 'tapi', 'selalu', 'bilang', 'mohon', 'di', 'tunggu', 'sudah', 'saya', 'tunggu', 'tapi', 'tidak', 'berubah', 'ubah', 'data', 'diri', 'saya']","['mohon', 'abmin', 'link', 'mengubah', 'data', 'aplikasi', 'chat', 'service', 'bilang', 'mohon', 'tunggu', 'tunggu', 'berubah', 'ubah', 'data']","mohon, abmin, link, ubah, data, aplikasi, chat, service, bilang, mohon, tunggu, tunggu, ubah, ubah, data"
Dika Bae,1,Jangan didownload banyak keluhan pengguna saya lupa pinkata sandi untuk login aja ke blokir dan susah buat login alhasil saya copot ini aplikasi POKOKNYA jangan didownload gak percaya Cobalah,jangan didownload banyak keluhan pengguna saya lupa pinkata sandi untuk login aja ke blokir dan susah buat login alhasil saya copot ini aplikasi pokoknya jangan didownload gak percaya cobalah,jangan didownload banyak keluhan pengguna saya lupa pinkata sandi untuk login saja ke blokir dan susah buat login alhasil saya copot ini aplikasi pokoknya jangan didownload tidak percaya cobalah,"['jangan', 'didownload', 'banyak', 'keluhan', 'pengguna', 'saya', 'lupa', 'pinkata', 'sandi', 'untuk', 'login', 'saja', 'ke', 'blokir', 'dan', 'susah', 'buat', 'login', 'alhasil', 'saya', 'copot', 'ini', 'aplikasi', 'pokoknya', 'jangan', 'didownload', 'tidak', 'percaya', 'cobalah']","['didownload', 'keluhan', 'pengguna', 'lupa', 'pinkata', 'sandi', 'login', 'blokir', 'susah', 'login', 'alhasil', 'copot', 'aplikasi', 'pokoknya', 'didownload', 'percaya', 'cobalah']","didownload, keluh, guna, lupa, pinkata, sandi, login, blokir, susah, login, alhasil, copot, aplikasi, pokok, didownload, percaya, coba"
Andi Patria,4,Harga pulsa lebih mahal dibanding yg lain,harga pulsa lebih mahal dibanding yg lain,harga pulsa lebih mahal dibanding yang lain,"['harga', 'pulsa', 'lebih', 'mahal', 'dibanding', 'yang', 'lain']","['harga', 'pulsa', 'mahal', 'dibanding']","harga, pulsa, mahal, banding"
