stemming,label,weight,Rating
"bagus, mudah, bayar",negative,-2 + -4 + -1 = -7,5
"kirim, kode, lamaketika, pasu, kode, blok",positive,2 + 0 + 0 + 0 + 0 + 0 = 2,3
"layan, beranta, uang, tepotong, beli, gagal",negative,-2 + 0 + 0 + 0 + -2 + 0 = -4,1
"link, sampah, proses, aju, upgrade, full, service, lamalayanan, live, chat, low, bngetni, bikin, apk, niat",positive,0 + 0 + 1 + 0 + 0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + 0 + 0 = 7,1
bagus,negative,-2 = -2,5
"kirim, uang, bank",positive,2 + 0 + 0 = 2,1
"upgrade, banget, aplikasi, hari, e, wallet",positive,0 + 1 + 0 + 0 + 0 + 0 = 1,1
"pakai, linkaja, kemarin, iseng, daftar, upgrade, full, sevice, no, ktp, daftar",negative,0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + -1 = -2,5
"pakai, qris, link, uang, proses, bulan, livechat, balas, robot, suruh, tunggu, kali, jam, kali, jam, telpon, csy, bantu, lapor, tindaklanjutin, lapor, ulang, capek, isi, pulsa, telpon, uang",negative,0 + 0 + 0 + 0 + 1 + 0 + 0 + -1 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 2 + 0 + 2 + 0 + -4 + -2 + 0 + 0 + 0 = -6,1
"proses, premium",positive,1 + 2 = 3,1
"akun, link, ku, bosa, top, up, lancar, top, up",positive,0 + 0 + 0 + 0 + 5 + 0 + -4 + 5 + 0 = 6,4
"aplikasi, imail, kasih, masuk",negative,0 + 0 + -2 + 0 = -2,1
"duit, gua, nyangkut, verifikasi, lamaa, transfer",negative,0 + 0 + 0 + 0 + 0 + 0 = 0,1
nan,negative,0 = 0,1
"the, best, of, the, best, recommended, banget, orang, transaksi, aman, praktis",positive,0 + 0 + 0 + 0 + 0 + 0 + 1 + 0 + 4 + 0 + 4 = 9,5
"mohon, bantu, min, akun, linkaja, buka, barcod",negative,-2 + -3 + 0 + 0 + 0 + -3 + 0 = -8,4
"transaksi, beli, pulsa, axis, saldo, kurang, pulsa, masuk, takut, transaksi, saldo, parah, bintang, upadte, aplikasi, brengsek",positive,4 + -2 + 0 + 0 + 2 + 0 + 0 + 0 + -1 + 4 + 2 + 0 + 0 + 0 + 0 + 0 = 9,1
teimakasih,negative,0 = 0,1
"upgrade, akun, besic, premium",positive,0 + 0 + 0 + 2 = 2,1
"upgrade, maju, nih, aplikasi, adu, chat, boot, balas, aplikasi, guna",positive,0 + 0 + 0 + 0 + 0 + 3 + 0 + -1 + 0 + 1 = 3,2
hapusja,negative,0 = 0,5
"ayo, kerjasama, mrt, krl",positive,4 + 3 + 0 + 0 = 7,5
"aplikasi, kedzoliman, mengatasnamakan, islam, komplain, gubris, kayak, perintah, jokowi",positive,0 + 0 + 0 + 4 + 0 + -3 + 0 + 0 + 0 = 1,1
"puas, aplikasi, nomor, blokir, kode, verifikasi, pesan, aplikasi, langsung, kirim, kode, verifikasi, whatsap",positive,3 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 3 + 2 + 0 + 0 + 0 = 6,1
"buruk, layan, transaksi, gagal, jam, transaksi",positive,0 + -2 + 4 + 0 + 0 + 4 = 6,1
"beli, pulsa, ribu, transaksi, sukses, pulsa, masuk, tanggung, kemarin, masuk, nomor, sn, transaksi, pulsa, bantu, live, chat, susah, bossss",positive,-2 + 0 + 0 + 4 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 4 + 0 + -3 + 3 + 3 + 0 + 0 = 12,3
"alhamdulillah, bagus, percaya",positive,5 + -2 + 2 = 5,5
lamban,negative,0 = 0,1
"buka, notifikasi, aplikasi, tibatiba, koneksi, hilang, tolong, baik",negative,-3 + 0 + 0 + 0 + -2 + -3 + -3 + -3 = -14,4
"hp, kartu, hilang, eh, saldo, hangus, moga, berkah",positive,0 + 0 + -3 + 0 + 2 + 0 + 1 + 4 = 4,1
"tolong, admin, isi, saldo, atm, masuk, tolong, proses",negative,-3 + 0 + -2 + 2 + 0 + 0 + -3 + 1 = -5,3
"aplikeasi, cacat, saldo, sisa, aga, beli, pulsa",negative,0 + 0 + 2 + 0 + 0 + -2 + 0 = 0,1
"ndk, isi, pulsa, telkomsel",negative,0 + -2 + 0 + 0 = -2,1
nan,negative,0 = 0,5
"customer, service, aktif, hubung",negative,0 + 0 + -2 + -1 = -3,1
"banget, verifikasi, dahn, proses, nya, aneh, dah, ri, kemari, proses",negative,1 + 0 + 0 + 1 + 0 + -4 + 0 + 0 + 0 + 1 = -1,1
bagus,negative,-2 = -2,5
"tolong, responnyaa, bayar, ukt, gabisabisa, tolong, pengupgrade, an, akun, cepat",negative,-3 + 0 + -1 + 0 + 0 + -3 + 0 + 0 + 0 + -3 = -10,1
"aplikasi, babi, downloada, akun, ku, lupa, sandi, riset, saldo, nya, downloada, aplikasi",positive,0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 2 + 0 + 0 + 0 = 1,1
mantap,positive,5 = 5,5
"kecewa, donwlod, isi, saldo, kirim, uang, nunngu, update",positive,0 + 0 + -2 + 2 + 2 + 0 + 0 + 0 = 2,1
"bad, service",negative,0 + 0 = 0,1
gue,negative,0 = 0,4
bagus,negative,-2 = -2,5
"aplikasi, sampah, hasil, isi, data, dirimasih, suruh, isi, data, beranda, transfer, isi, data, aplikasi, download, beban",negative,0 + 0 + 3 + -2 + 0 + 0 + 0 + -2 + 0 + -1 + 0 + -2 + 0 + 0 + 0 + 0 = -4,1
"ribet, layan, ganggu, bot, selesai",negative,0 + -2 + 0 + 0 + -2 = -4,1
"gagal, mulu, pas, upgrade, full, service, foto, beda, ektp, kali, coba, hasil, duit, orang, nyangkut, transfer, coba, bantu, woy",negative,0 + -2 + 3 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + -2 + 3 + 0 + 0 + 0 + 0 + -2 + -3 + 0 = 0,1
"aplikasi, bobrok, transaksi, hasil, dana, terima, tanggung, komplain",positive,0 + 0 + 4 + 3 + 4 + 2 + 0 + 0 = 13,1
transaksi,positive,4 = 4,4
"tolong, bantu, masul, akun, link",negative,-3 + -3 + 0 + 0 + 0 = -6,1
"app, adu, otomatis, ikut, instruksiny, transaksi, mbok, adu, langsung, bawab, tlf, puas",positive,0 + 0 + 3 + 0 + 0 + 4 + 0 + 0 + 3 + 0 + 0 + 3 = 13,1
"huh, hah",negative,0 + 0 = 0,5
"log, minita, verifikasi, email, email, mohon, bantuanya",negative,0 + 0 + 0 + 0 + 0 + -2 + 0 = -2,1
"pakai, beli, pulsa",negative,0 + -2 + 0 = -2,1
"aplikasi, bantu",negative,0 + -3 = -3,1
"kasih, bintang, linkaja, app, konsisten, verifikasi, tahun",negative,-2 + 0 + 0 + 0 + 0 + 0 + 0 = -2,1
"beli, pulsa, muncul, pilih, pulsa, jaring, stabil",positive,-2 + 0 + -1 + 0 + 0 + 3 + 3 = 3,1
"bruntung, link, serba, mudah",negative,0 + 0 + 0 + -4 = -4,5
"bantu, kode, otp, email, terdaftr, akun, aktip, tolong, rubah, kirim, kode, otp, via, smstolong, bantu, kirim, kede, otp, via, sms",negative,-3 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 + 2 + 0 + 0 + 0 + 0 + -3 + 2 + 0 + 0 + 0 + 0 = -5,5
"isi, etoll, potong, etoll, update, update, tambah",positive,-2 + 0 + 0 + 0 + 0 + 0 + 3 = 1,1
"woy, kode, verifikasi, masuk, email, sms, customer, service, habis, pulsa",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -3 + 0 = -3,1
"tabung, emas, rbu",positive,3 + 0 + 0 = 3,5
"moga, paylater, aktif",negative,1 + 0 + -2 = -1,5
"ku, kasih, binitang, layan, bagus, all, binitang",negative,0 + -2 + 0 + -2 + -2 + 0 + 0 = -6,3
"aplikasi, lapor, call, center, ampun, tunggu, kiamat, brooo, selesai, selesai",negative,0 + 2 + 0 + 0 + -1 + -1 + 0 + 0 + -2 + -2 = -4,1
"aplikasi, masak, proses, verifikasi, full, servis, banget",positive,0 + -2 + 1 + 0 + 0 + 3 + 1 = 3,1
"customer, service, support, live, minggu, coba, live, customer, service, support, bantu, login, sambung, customer, servicenya, aplikasi, niat, hadehh",positive,0 + 0 + 4 + 3 + 0 + -2 + 3 + 0 + 0 + 4 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 9,1
"top, up, masuk, live, chat, respon",positive,5 + 0 + 0 + 3 + 3 + 2 = 13,1
bagus,negative,-2 = -2,1
"dukung, support, sistem, kendala, robot, menbalas, susah, menu, kendala, hadap",positive,4 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 8,1
"awalya, topup, pakai, mbangking, masuk, kali, masuk, kataya, pakai, kode, topup, pakai, kode, saldo, potong, link, masuk",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 = 2,1
"aplikasi, lot",negative,0 + 0 = 0,1
"linkaja, bayar, qr, gagal, gagal, guna, linkaja, syariah, kecewa, eror, bayar, pakai, qr, enak, toko, belanja",negative,0 + -1 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + -5 + 0 + -2 = -8,1
"aplikasi, guna, transaksi, beli, paket, internet, status, transaksi, hasil, paket, internet, masuk",positive,0 + 1 + 4 + -2 + 4 + 0 + 0 + 4 + 3 + 4 + 0 + 0 = 18,1
"respon, customer, service, lambat, plus, robot, yantidak, balas, manusia, beli, tidakame, steam, mentidaktidakunakan, linkaja, uantidak, kecantol, refund, kabar, blas, aplikasi, ntidaktidaka, tidakuna, aplikaso, ytidak, batidakus, linkaja",positive,2 + 0 + 0 + 1 + 2 + 0 + 0 + -1 + 3 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 3,1
"upgrade, gagal, tolong, upgrade, link, susah, ambil, uang",negative,0 + 0 + -3 + 0 + 0 + 0 + 0 + 0 = -3,1
mantap,positive,5 = 5,5
"banyakaan, time, out",negative,0 + 0 + 0 = 0,3
"kak, kenpa, pas, up, premium, notif, hasil, pas, masuk, apk, proses, tolong, bantu",positive,0 + 0 + 3 + 0 + 2 + 0 + 3 + 3 + 0 + 0 + 1 + -3 + -3 = 6,2
"top, up, tidake, masuke",positive,5 + 0 + 0 + 0 = 5,1
"transfer, ovo",negative,0 + 0 = 0,5
"huh, bagus, nih, wallet",negative,0 + -2 + 0 + 0 = -2,1
"rusak, transfer, bank, proses, transaksi",positive,-3 + 0 + 0 + 1 + 4 = 2,1
"chat, live, agen, tunggu, ketemu, agenya, mohon, bantu, kak",positive,3 + 3 + 0 + -1 + 1 + 0 + -2 + -3 + 0 = 1,1
"pakai, aplikasi, sesal",negative,0 + 0 + -1 = -1,1
"topup, modal, juta, saldo, link, ssaja, kosong, nih, link, ssaja, nyuri, cyber",positive,0 + -2 + 2 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 2,1
"instal, apk, jelek",negative,0 + 0 + 0 = 0,1
"aplikasi, sial, suruh, upgrade, laku, lanjur, isi, saldo, tahan",negative,0 + 0 + 0 + 0 + 0 + -1 + -2 + 2 + -1 = -2,1
"masak, iya, isi, paket, orbit, sukses, sd, ywang, paket, yasaranta, mana, aneh, produk, gagall, bayak, kecewah, sd, kali, kali, masak, iya, gara, uwangrb, komlen, pusat, bayar, ngbrorll, operator, mikir, pakai, otak",positive,-2 + 0 + -2 + 4 + 0 + 3 + 0 + 0 + 4 + 0 + 0 + -4 + 3 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 3 + -1 + 0 + 0 + -2 + 0 + -3 = 1,1
manfaat,positive,5 = 5,5
"mantap, jiwa, csya, lot, balas, chatya, banget, balas, chat, menit, balas, gercep",positive,5 + 0 + 0 + 0 + -1 + 0 + 1 + -1 + 3 + 0 + -1 + 0 = 6,5
"terima, transfer, nominal, besalan, juta",positive,2 + 0 + 0 + 0 + 2 = 4,2
"buset, bayar, biaya, universitas, buka, sedia, himbara, loh",negative,0 + -1 + 0 + 0 + -3 + 2 + 0 + 0 = -2,3
"the, best, link, fitur, akses, bayak, cepat, potong, adminya",negative,0 + 0 + 0 + 0 + 2 + 0 + -3 + 0 + 0 = -1,5
nan,negative,0 = 0,5
"patah, hati, aplikasi, transaksi, pakai, qris, saldo, potong, pending",positive,0 + -2 + 0 + 4 + 0 + 0 + 2 + 0 + 0 = 4,1
"adu, sekalilewat, live, chat, respon",positive,0 + 0 + 3 + 3 + 2 = 8,1
"lumayan, bagus",negative,-1 + -2 = -3,5
"loading, cuy, menu, utama",negative,0 + 0 + 0 + 0 = 0,4
"upgrade, basic, pakai",negative,0 + 0 + 0 = 0,1
"uang, pending, bulan, solusi, potong, saldo, saldo, utama, bayar, tuju, yangkut, pendintidakn, solusi, operator",positive,0 + 0 + 0 + 3 + 0 + 2 + 2 + 0 + -1 + -3 + 0 + 0 + 3 + 0 = 6,1
"aman, simpan, uang, backup, bri",negative,0 + 0 + 0 + 0 + 0 = 0,5
"buka, aplikasi, muncul, kode, tiket, keluar, terustolong, link",negative,-3 + 0 + -1 + 0 + 0 + 0 + 0 + 0 = -4,3
"susah, transfer, susah, hubung, customer, mana, detilnya, nomor, customer",negative,0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 = -1,2
"layan, memuaskanmenunggu, lamadan, layan",negative,-2 + 0 + 0 + -2 = -4,1
"tolong, ada, fitur, kirim, uang",negative,-3 + -4 + 0 + 2 + 0 = -5,1
buruk,negative,0 = 0,1
"susah, ganti, nomor, ajaantrian, kali, direspon",negative,0 + -3 + 0 + 0 + 0 + 0 = -3,2
"aduh, kapok, pakai, link, kaya, link, kaya, omong, live, chat, susah, banget, transaksi, pending, suruh, tunggu, kali, kali, jam, trnsaksi, pending, direfund, katidak, sukses, engtidakk, kecewa, banget, baik, pelayanannnya, buruk",positive,-1 + 0 + 0 + 0 + -2 + 0 + -2 + 0 + 3 + 3 + 0 + 1 + 4 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 0 + 1 + -3 + 0 + 0 = 6,1
"topup, masuk, saldo",positive,0 + 0 + 2 = 2,1
"ganti, perangkat, hp, hilang, email, lupa",negative,-3 + 0 + 0 + -3 + 0 + -1 = -7,5
"minta, upgrade, proses, layan, linkaja, full, service, nikmat, tunggu, kabar, perihal, aju, upgrade, layan, yal, lelet, full, service, aktivitas, transfer, ganggu",negative,-2 + 0 + 1 + -2 + 0 + 0 + 0 + 3 + -1 + -2 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = -5,1
"developer, ngentod, bayar, cicil, cek, pas, transfer, hilang, adamau, mindahin, dana, jutidak, sulit, babi, nih, aplikasi",positive,0 + 0 + -1 + 0 + 0 + 3 + 0 + -3 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 = 3,1
bagus,negative,-2 = -2,5
"butuh, pinjamanytidak, rakyat, simple, mudah, percaya, mana, a, nemuapakah, aplikasi, mudah",negative,0 + 0 + 0 + 3 + -4 + 2 + 0 + 0 + 0 + 0 + -4 = -3,5
"halo, tolong, uang, dalm, status, pending, notif, sukses",positive,1 + -3 + 0 + 0 + 0 + 0 + 0 + 3 = 1,4
"seribet, kali, transaksi, transfer, bank, mesti, potong, adminnya, iniloh, asli, kecewa, aplikasi, beli, bbm, online, sayang, transaksi, hapus, nih, aplikasi, terang, kecewa",positive,0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + -2 + 0 + 0 + -3 + 4 + 0 + 0 + 0 + -2 + 0 = 3,1
"ufgradenya, gagal",negative,0 + 0 = 0,1
"buset, pagi, beli, kuota, detik, masuk, fitur, komplain, ruang, konsumen, lapor, masalah, saldo, potong, byu, link, lempar, tanggung",positive,0 + -1 + -2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 2 + 0 + 0 + 0 + 0 + 0 = 1,1
"top, up, bank, status, hasil, saldo, linkaja, nya, masuk",positive,5 + 0 + 0 + 0 + 3 + 2 + 0 + 0 + 0 = 10,1
"woy, uang, ribu, masuk, parah, amatsetan, link, saldo, ku, kembali",positive,0 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 = 2,1
mantap,positive,5 = 5,5
"aplikasi, penipujangan, kali, pakai, apk, initransfer, sukses, saldo, masuk",positive,0 + 0 + 0 + 0 + 0 + 0 + 3 + 2 + 0 = 5,1
"aplikasi, fungsi, semestiya, transaksi, transfer, gagal, alami",positive,0 + 0 + 0 + 4 + 0 + 0 + 0 = 4,4
"upgradenya, langsung, tanggap, tunggu, tanggap, biar, upgrade, enak",positive,0 + 3 + 3 + -1 + 3 + -1 + 0 + -5 = 2,2
"kejam, app, data, mbak, buka",negative,0 + 0 + 0 + 0 + -3 = -3,2
updated,negative,0 = 0,5
"susah, banget, masuk, kode",positive,0 + 1 + 0 + 0 = 1,1
"buruk, tolong, kominfo, blaclist, ewalet, link, rugi, konsumen",negative,0 + -3 + 0 + 0 + 0 + 0 + 0 + 0 = -3,1
"akun, akses, daptar, bagus, aplikasi, dana, susah, mudah, cepat",negative,0 + 2 + 0 + -2 + 0 + 4 + 0 + -4 + -3 = -3,1
"iniberguna, banget",positive,0 + 1 = 1,5
"prefikasi, stengah, habis, cas, hp, knapa, mohon, prefikasinya, mudah, pkbuk, admin",negative,0 + 0 + -3 + 0 + 0 + 0 + -2 + 0 + -4 + 0 + 0 = -9,1
"tolong, aplikasi, kakak, link, link, ruang, utama",negative,-3 + 0 + 0 + 0 + 0 + 0 + 0 = -3,5
"tolong, koutanya, bulan, transaksi, jta, cukuppp, akun, limit, mohon, batasii, biar, isi, bbm, akun, cukuppp",negative,-3 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + -2 + 0 + -1 + -2 + 0 + 0 + 0 = -4,5
ok,positive,4 = 4,5
ok,positive,4 = 4,5
"upgrade, full, service, banget",positive,0 + 0 + 0 + 1 = 1,4
"aplikasi, pending, kali, jam",negative,0 + 0 + 0 + 0 = 0,1
"proses, upgrade, kunjung, selesaiii, leletttt",negative,1 + 0 + -3 + 0 + 0 = -2,1
"upgrade, upgrade",negative,0 + 0 = 0,1
suka,negative,-3 = -3,5
"rusak, citra, link, bayar, qris, saldo, potong, lapor, dukung, informasi, transaksi, sukses, masuk, no, tuju, maling",positive,-3 + 2 + 0 + -1 + 0 + 2 + 0 + 2 + 4 + -2 + 4 + 3 + 0 + 0 + -3 + 0 = 8,5
"tolong, upgrade, full, service, terima, kali, gagal, kasih, ranting, full",negative,-3 + 0 + 0 + 0 + 2 + 0 + 0 + -2 + 0 + 0 = -3,2
"memudahkandan, manfaat",positive,0 + 5 = 5,4
"aplikasi, upgragede, akun, ssudah, minggu, acc, akun, ssudah, saldoya, pindahin, tunggu, upgrade, akun, upgrade, akun, banget",negative,0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 1 = 0,1
"aplikasi, tailaso",negative,0 + 0 = 0,1
"jam, on, jm, of, kadang, pagi",positive,0 + 0 + 0 + 0 + 3 + -1 = 2,2
bagus,negative,-2 = -2,5
ok,positive,4 = 4,5
"tinggal, customer, service, slowrespon, uang, lambat, biaya, admin, jamin, uang",negative,-1 + 0 + 0 + 0 + 0 + 1 + 0 + 0 + 0 + 0 = 0,1
"buku, tabung, kartu, atm, link",positive,0 + 3 + 0 + 0 + 0 = 3,5
"good, job",positive,5 + 0 = 5,4
"ng, masuk, yang, trobel, p",negative,0 + 0 + 0 + 0 + 0 = 0,2
"ganti, nomorya, cht, agen, fast, respon, bintang, nol",negative,-3 + 0 + 0 + 0 + 0 + 2 + 0 + 0 = -1,1
"aju, ubah, data, prosesya",negative,0 + 0 + 0 + 0 = 0,2
"adu, mana, live, chat, otomatis, kali, transaksi, hasil, transaksi, proses, status, hasil, uang, info, live, chat, transaksi, hasil, adu, email",positive,0 + 0 + 3 + 3 + 3 + 0 + 4 + 3 + 4 + 1 + 0 + 3 + 0 + 0 + 3 + 3 + 4 + 3 + 0 + 0 = 37,1
"live, agent, nyata, hari, buset, tunggu, tidakda, respon, parah, kerja, malas, pakai, mending, belah, jam, langsung, ditanggepin",positive,3 + 0 + -4 + 0 + 0 + -1 + 0 + 2 + 0 + 2 + 0 + 0 + -2 + 0 + 0 + 3 + 0 = 3,1
"tambahakn, fitur, hapus, akun, permanen, biar, pakai",positive,0 + 0 + 0 + 0 + 3 + -1 + 0 = 2,5
"paksa, uninstall, kali, coba, upgrade",negative,0 + 0 + 0 + -2 + 0 = -2,1
"banget, proses, upgrade, kirim, uang, nyauang, tahan, link, ajatolong, proses, cepat",positive,1 + 1 + 0 + 2 + 0 + 0 + -1 + 0 + 0 + 1 + -3 = 1,1
"chat, agen, hubung, alas, tangan, sobat, link, ulang, kali, coba, transaksi, pending, solusi",positive,3 + 0 + -1 + 0 + 1 + -4 + 0 + 0 + 0 + -2 + 4 + 0 + 3 = 4,2
"suka, logout, masuk, password, jutidak, semotidak, tingkat",negative,-3 + 0 + 0 + 0 + 0 + 0 + 1 = -2,4
"suruh, ngisi, survey, saldo, buang, ngisi, zonk, menjijihkan, pindah, flip, nyaman",positive,0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + -1 + 0 + 4 = 5,2
"isi, e, moneysuruh, tunggu, kali, jamsudah, kali, jambelum, tambah, saldosangat, kecewa",negative,-2 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 3 + 0 + 0 = 0,1
"proses, upgrade, super",negative,1 + 0 + -3 = -2,1
"bangkai, transfer, aplikasi, siniya, sukses, kesanaya, masuk, uang, uangya, taii",positive,0 + 0 + 0 + 0 + 3 + 0 + 0 + 0 + 0 + 0 = 3,2
"tarik, tunai, indomaret, gagal",positive,2 + 3 + 0 + 0 = 5,3
"transaksi, beli, pulsa, gagal, kali, saldo, link, kurang, refun, gagal",positive,4 + -2 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 = 4,1
"kirim, uang, nominal, ribu, gagal, kerefund, tolong",negative,2 + 0 + 0 + 0 + 0 + 0 + -3 = -1,1
"bayar, qris, gambar",negative,-1 + 0 + -2 = -3,1
"susah, bantidaket, verifikasi, emailparah, aplikasi, mudah",negative,0 + 0 + 0 + 0 + 0 + -4 = -4,1
"pas, pending, admin, chat, langsung, gercep, transaksi, pending, admin, gerak, lambat",positive,3 + 0 + 0 + 3 + 3 + 0 + 4 + 0 + 0 + 0 + 1 = 14,2
"bos, masuk, akun, imel, adaa, no, telpony",positive,3 + 0 + 0 + 0 + 0 + 0 + 0 = 3,3
"upgrade, akun, susah, kali, upgrade, langsung, tolak, tarik, duit, bantu, didik, ku",negative,0 + 0 + 0 + 0 + 0 + 3 + 0 + 2 + 0 + -3 + -3 + 0 = -1,1
"tolong, linkaja, cepat, kembali, uang, tarik, tunai, atm, gagal, saldo, potong, tanggal",positive,-3 + 0 + -3 + 0 + 0 + 2 + 3 + 0 + 0 + 2 + 0 + 0 = 1,2
"bos, transaksi, hasil, masuk, akun, bank, tangtidakl, kirim, yad, chat, bot, lanjut",positive,3 + 4 + 3 + 0 + 0 + 0 + 0 + 2 + 0 + 3 + 0 + -2 = 13,1
"kirim, transaksi, gagal",positive,2 + 4 + 0 = 6,1
"sumpah, sesal, pakai, kirim, link, ribet, banget, upgrade, kemarin, hp, emak, gue, upgrade, gue, pakai, identitas, gue, pas, gue, kirim, hp, gue, suruh, upgrade, pakai, data, belanja, tiktokshop, recommended, pakai, uang, apk, menyesalll",positive,-3 + -1 + 0 + 2 + 0 + 0 + 1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 3 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 0 + 0 + 0 + 0 = 2,1
"kemarin, ngisi, e, toll, masuk, saldo, ssudah, potong, respon, ssudah, sekian, kali",positive,0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 2 + 0 + 0 + 0 = 4,1
"layan, buruk, livechat, kayak, cepat",negative,-2 + 0 + 0 + 0 + -3 = -5,2
"aplikasi, bangsattt, lambatt, lapor, tunggu, bulan, suka, bawa, duit, langgan, anjinggggmenunggu, chat, banget, full, jam, karyawannya, tidurrrditelpon, dimatiin, memekkkkkk",positive,0 + 0 + 0 + 2 + -1 + 0 + -3 + -1 + 0 + 2 + 0 + 3 + 1 + 0 + 0 + 0 + 0 + 0 + 0 = 3,1
"livechat, bot, aplikasi, parah, mending, ewallet, sesal",negative,0 + 0 + 0 + 0 + -2 + 0 + -1 = -3,1
"layan, agen, lambat, hilang, hp, akun, link, situ, data, situ, backup, hubung, rubah, data, layan, lambat, agen",negative,-2 + 0 + 1 + -3 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + -2 + 1 + 0 = -6,3
"the, best",negative,0 + 0 = 0,5
"susah, upgrad",negative,0 + 0 = 0,1
ganggu,negative,0 = 0,3
nan,negative,0 = 0,5
"aplikasi, linkaja, hp",negative,0 + 0 + 0 = 0,4
"livechat, komplain, tulis, jam, wib, sssudah, tunggu, tangepin, customer, service, yatrus, chat, bom, bukti, bilang, transaksi, saldo, jam, transaksi, sssudah, pending, masuk, sssudah, jam, woi, jam, pagi, saldo",positive,0 + 0 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 0 + 0 + 3 + -1 + 0 + 0 + 4 + 2 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + -1 + 2 = 12,5
"keluh, selesai",negative,0 + -2 = -2,1
"min, min, oh, min, tolong, diibantu, min, verifikasi, full, servis, linkaja, tolong, min, permudiah",negative,0 + 0 + 0 + 0 + -3 + 0 + 0 + 0 + 0 + 3 + 0 + -3 + 0 + 0 = -3,4
"tolong, upgrade, full, service, jam, uang, sda, isi, gunain, yesel, banget",negative,-3 + 0 + 0 + 0 + 0 + 0 + 0 + -2 + 0 + 0 + 1 = -4,1
"linkaja, tolong, proses, minta, saldo, tindak, linkaja",negative,0 + -3 + 1 + -2 + 2 + 0 + 0 = -2,1
"aplikasi, error, transaksi, pakai, qr, gagal",positive,0 + 0 + 4 + 0 + 0 + 0 = 4,1
"sayang, linkaja, ganti, nomor, handphone, daftar",negative,-3 + 0 + -3 + 0 + 0 + -1 = -7,1
"suka, apk, transfer, bank, isi, saldo, gratis, bayar, top, up, saldo, bayar, linkajapemerintah, mesti, kelola, apk, mesti, pimpin, apk, dompet, pinsudah, apk, belah, gratis",positive,-3 + 0 + 0 + 0 + -2 + 2 + 4 + -1 + 5 + 0 + 2 + -1 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 4 = 10,2
"aplikasi, akun, blokir, komplain, live, chat, email, ig, rumit, saldo, ribu, kayak, ambil, blok, aplikasi, linkaja, rugi",positive,0 + 0 + 0 + 0 + 3 + 3 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 8,1
"sengsaja, sisa, saldo, rp, bisaya, potong, rp, tinggal, rp, riwayat, transaksi, riwayat, transaksi, putih, jejak, transaksi, rp, potong, masalahya, akun, link, dorman, saldo, sisa, fraud, parah, nih, awalya, rp, nantiya, ratus, ribu",positive,0 + 0 + 2 + 0 + 0 + 0 + 0 + -1 + 0 + 0 + 4 + 0 + 4 + 0 + 0 + 4 + 0 + 0 + 0 + 0 + 0 + 0 + 2 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 + 0 = 15,1
